segmento_cliente,fonte_cliente,capital_social,idade_cnpj,serasa_contagem_negativacoes,serasa_contagem_protestos,serasa_socio_tem_negativacao,ifood_contagem_avaliacoes,ifood_faixa_preco,google_maps_avaliacao,google_maps_contagem_avaliacoes,google_maps_tem_website,tem_google_maps,tem_ifood,tem_credores,natureza_juridica_cod,uf_PE,municipio_CARPINA,municipio_CARUARU,municipio_FORTALEZA,municipio_IGARASSU,municipio_IPOJUCA,municipio_JABOATAO DOS GUARARAPES,municipio_OLINDA,municipio_PAULISTA,municipio_RECIFE,credor_alimentos_e_bebidas,credor_financeiro,credor_saúde,credor_bancos_e_financeiro,credor_tecnologia,credor_telecomunicações,credor_distribuição,cnae_divisao,cnae_secao,qtd_pedidos,valor_total_pedidos,valor_medio_pedido,valor_max_pedido,atraso_total,atraso_max,pedidos_com_atraso,score_serasa_negativo,presenca_digital,capital_por_ano,ticket_medio_alto,reputacao_google,inadimplente
0.07287205251716525,0.2940799614097408,-0.25233288249618135,-0.7700517433212288,-0.19811541361972382,-0.22852652225356151,0.0,-0.2857748140779563,-0.5302174931715224,0.893945202105023,-0.2596278016953086,1.0,1,0,0,0.26345367592652924,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.24516358635026986,0.009483466947103798,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,-0.2492826249098031,0.27610357450873807,-0.2393530083375328,0,0.6995102482353721,0.0
-2.025843059977194,0.2940799614097408,-0.19451576328384598,1.2138187812967023,-0.19811541361972382,-0.22852652225356151,0.0,-0.2857748140779563,0.17089654738586263,-0.8059166423052077,1.8642979727188052,1.0,1,1,0,-0.6048135178719757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6864580417807556,0.7681608227154103,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,-0.2492826249098031,1.5754145133733874,-0.22711453383052901,0,-0.7265931583131376,0.0
0.7724437566819516,0.2940799614097408,-0.19451576328384598,-0.7700517433212288,-0.012744266373198624,-0.22852652225356151,0.0,6.63790329804697,1.5731246285006326,-0.8059166423052077,-0.3481247089625633,0.0,0,1,1,2.2854457710737295,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6864580417807556,0.7681608227154103,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,-0.06715833273825744,0.27610357450873807,-0.1528082807412846,0,-0.7265931583131376,0.0
0.5392531886270228,0.2940799614097408,-0.19451576328384598,-0.7700517433212288,-0.012744266373198624,-0.22852652225356151,1.0,-0.2857748140779563,-0.5302174931715224,1.2582013116215012,1.8642979727188052,1.0,1,0,0,-0.6048135178719757,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5690469526417272,-1.507871244589509,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,0.023903813347515384,0.27610357450873807,-0.1528082807412846,0,2.113886805781541,0.0
0.5392531886270228,0.2940799614097408,-0.2595600223977233,-0.7700517433212288,-0.19811541361972382,-0.22852652225356151,0.0,-0.2857748140779563,-0.5302174931715224,1.2582013116215012,-0.11213295624988402,1.0,1,0,0,-0.6048135178719757,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.5690469526417272,-1.507871244589509,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,-0.2492826249098031,0.27610357450873807,-0.2501712598295461,0,1.342196796952299,0.0
-1.0930807877574786,0.2940799614097408,-0.26775078095280413,1.2138187812967023,-0.19811541361972382,-0.22852652225356151,0.0,-0.2857748140779563,-0.5302174931715224,-0.8059166423052077,-0.3481247089625633,0.0,0,0,0,-0.6048135178719757,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.5690469526417272,-1.507871244589509,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,-0.2492826249098031,-1.0232073643559116,-0.27029943408432244,0,-0.7265931583131376,0.0
0.5392531886270228,0.2940799614097408,-0.27256887422049875,1.2138187812967023,-0.19811541361972382,0.5840122235368794,1.0,-0.2857748140779563,-0.5302174931715224,-0.8059166423052077,-0.3481247089625633,0.0,0,0,0,-0.6048135178719757,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.5690469526417272,-1.507871244589509,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,-0.06715833273825744,-1.0232073643559116,-0.2731406507182183,0,-0.7265931583131376,0.0
0.07287205251716525,0.2940799614097408,-0.27256887422049875,1.2138187812967023,-0.19811541361972382,-0.22852652225356151,1.0,-0.2857748140779563,-0.5302174931715224,-0.8059166423052077,-0.3481247089625633,0.0,0,0,0,-0.6048135178719757,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24516358635026986,0.009483466947103798,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,-0.15822047882403026,-1.0232073643559116,-0.2731406507182183,0,-0.7265931583131376,0.0
0.7724437566819516,0.2940799614097408,-0.25233288249618135,-0.7700517433212288,-0.19811541361972382,-0.22852652225356151,1.0,-0.24423274540520676,0.17089654738586263,-0.8059166423052077,-0.3481247089625633,0.0,0,1,0,-0.6048135178719757,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6864580417807556,0.7681608227154103,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,-0.15822047882403026,0.27610357450873807,-0.2393530083375328,0,-0.7265931583131376,0.0
1.0056343247368804,0.2940799614097408,-0.2643781156654179,1.2138187812967023,-0.19811541361972382,-0.22852652225356151,0.0,-0.2857748140779563,-0.5302174931715224,1.5010387179658198,1.8642979727188052,1.0,1,0,0,-0.6048135178719757,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6864580417807556,0.7681608227154103,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,-0.2492826249098031,0.27610357450873807,-0.26831050538020385,0,2.448053275828852,0.0
-0.16031851553776355,0.2940799614097408,-0.19451576328384598,-0.7700517433212288,1.0994826171059526,-0.22852652225356151,1.0,-0.2857748140779563,-0.5302174931715224,1.5010387179658198,-0.3466497605081091,1.0,1,0,0,2.2854457710737295,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5006685807727527,2.2855155342520233,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,1.1166495663767892,0.27610357450873807,-0.1528082807412846,0,-0.24333978107401794,0.0
1.0056343247368804,0.2940799614097408,-0.19451576328384598,1.2138187812967023,-0.012744266373198624,-0.22852652225356151,1.0,-0.1473012518354578,2.9753527096154033,1.2582013116215012,0.020612404650998083,1.0,1,1,0,-0.6048135178719757,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6864580417807556,0.7681608227154103,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,0.023903813347515384,1.5754145133733874,-0.22711453383052901,0,1.4959208445737036,0.0
1.0056343247368804,0.2940799614097408,-0.26775078095280413,-0.7700517433212288,0.17262688087332656,-0.22852652225356151,1.0,-0.06421711448995869,1.5731246285006326,1.2582013116215012,-0.11213295624988402,1.0,1,1,0,-0.6048135178719757,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6864580417807556,0.7681608227154103,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,0.20602810551906103,1.5754145133733874,-0.26243182498210776,0,1.342196796952299,0.0
1.0056343247368804,0.2940799614097408,-0.26775078095280413,-0.7700517433212288,1.5629104852222657,-0.22852652225356151,1.0,-0.2857748140779563,0.8720105879432476,-0.8059166423052077,-0.3481247089625633,0.0,0,1,1,-0.6048135178719757,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.24516358635026986,0.009483466947103798,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,1.5719602968056534,0.27610357450873807,-0.26243182498210776,0,-0.7265931583131376,0.0
0.5392531886270228,0.2940799614097408,-0.26775078095280413,-0.7700517433212288,0.07994130725006397,0.5840122235368794,1.0,-0.2857748140779563,-0.5302174931715224,0.893945202105023,-0.3466497605081091,1.0,1,0,1,0.26345367592652924,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-1.5690469526417272,-1.507871244589509,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,0.20602810551906103,0.27610357450873807,-0.26243182498210776,0,-0.3705078756222547,0.0
1.0056343247368804,0.2940799614097408,-0.23787860269309752,-0.7700517433212288,-0.012744266373198624,-0.22852652225356151,1.0,0.5450665593770347,0.8720105879432476,-0.8059166423052077,-0.3481247089625633,0.0,0,1,0,-0.6048135178719757,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6864580417807556,0.7681608227154103,-0.10941210620878761,-0.09984546265337928,-0.10718816250561684,-0.10321693562717539,0.05437674390713411,0.0,0.0,0.023903813347515384,0.27610357450873807,-0.21771701908944946,0,-0.7265931583131376,0.0
